Year,Series,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Units,GeoCode,Value
2015,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,0.1
2014,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,0.7
2016,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,5.9
2010,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,5.8
2017,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,7.5
2019,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,8.5
2018,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,8.0
2012,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,4.6
2021,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,8.6
2011,EU_COV_AES,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,4.7
2016,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,12.6
2010,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.2
2017,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,9.5
2015,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,12.6
2019,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.1
2021,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.3
2014,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.1
2018,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.1
2012,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.1
2020,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.2
2011,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.2
2013,EU_COV_AES,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.1
2021,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,19.9
2013,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,13.1
2015,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,16.5
2019,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,15.0
2010,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,13.3
2016,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,15.9
2012,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,13.7
2018,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,15.3
2017,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,15.6
2011,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,12.4
2020,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,21.0
2014,EU_COV_AES,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,15.7
2014,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,8.6
2015,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,4.3
2020,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,0.0
2011,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,4.5
2012,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,6.7
2017,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,4.2
2018,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,2.1
2016,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,4.2
2019,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,2.1
2021,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,2.1
2010,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,0.0
2013,EU_COV_AES,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,4.4
2016,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,17.3
2012,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,12.2
2013,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,15.9
2020,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,18.6
2010,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,17.1
2014,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,18.1
2017,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,9.4
2021,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,13.8
2018,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,17.5
2011,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,11.2
2019,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,18.2
2015,EU_COV_AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,19.5
2013,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,5.0
2011,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,4.5
2010,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,6.1
2012,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,4.5
2019,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,6.5
2020,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,9.0
2018,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,7.5
2016,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,4.0
2017,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,7.4
2021,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,7.3
2015,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,4.0
2014,EU_COV_AES,,TIT,,,,,Aia,"Per 1,000 people",Aia,4.0
2010,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,2.9
2020,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,6.5
2019,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,3.9
2018,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,6.5
2012,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,5.4
2011,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,2.8
2016,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,14.4
2013,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,5.3
2014,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,11.9
2021,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,6.6
2015,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,17.2
2017,EU_COV_AES,,TIT,,,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,7.8
2017,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,2.2
2019,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2011,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2015,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2021,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2012,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2013,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2020,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2010,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2014,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2018,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,2.2
2016,EU_COV_AES,,TIT,,,,,Ajangiz,"Per 1,000 people",Ajangiz,0.0
2014,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,3.3
2013,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,3.3
2018,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,3.3
2019,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,6.8
2017,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2021,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,6.6
2020,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,6.7
2016,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,6.5
2011,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,3.4
2015,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2012,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,3.4
2010,EU_COV_AES,,TIT,,,,,Albiztur,"Per 1,000 people",Albiztur,3.5
2018,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,21.7
2010,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,13.1
2014,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,13.5
2020,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,22.1
2012,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,8.4
2016,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,18.2
2011,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,5.6
2021,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,19.9
2015,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,18.1
2017,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,19.4
2019,EU_COV_AES,,TIT,,,,,Alegia,"Per 1,000 people",Alegia,21.4
2019,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,15.4
2016,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,12.6
2014,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,9.2
2012,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,7.7
2013,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,8.6
2010,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,8.4
2020,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,13.4
2017,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,8.8
2021,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,13.1
2015,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,10.0
2011,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,5.4
2018,EU_COV_AES,,TIT,,,,,Alegría-Dulantzi,"Per 1,000 people",Alegría-Dulantzi,13.3
2013,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,8.2
2014,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,5.6
2012,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,2.8
2011,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,2.9
2021,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,8.7
2017,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,8.5
2018,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,20.0
2016,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,5.8
2015,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,2.9
2010,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,2.9
2019,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,5.8
2020,EU_COV_AES,,TIT,,,,,Alkiza,"Per 1,000 people",Alkiza,14.3
2014,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,22.7
2010,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,14.1
2016,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,24.2
2019,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,21.5
2011,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,15.8
2015,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,26.6
2013,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,26.3
2021,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,23.0
2018,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,25.6
2020,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,22.2
2012,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,17.5
2017,EU_COV_AES,,TIT,,,,,Alonsotegi,"Per 1,000 people",Alonsotegi,26.4
2015,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,5.7
2021,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,11.7
2016,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,5.6
2012,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,6.1
2014,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,5.8
2019,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,5.4
2010,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,6.4
2020,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,11.3
2013,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,6.0
2018,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,5.4
2017,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,5.4
2011,EU_COV_AES,,TIT,,,,,Altzaga,"Per 1,000 people",Altzaga,6.3
2010,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,5.8
2014,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,20.1
2018,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,8.3
2020,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,10.2
2011,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,5.7
2015,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,11.3
2016,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,8.4
2017,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,11.2
2019,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,7.9
2013,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,0.0
2012,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,5.6
2021,EU_COV_AES,,TIT,,,,,Altzo,"Per 1,000 people",Altzo,7.8
2015,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,8.7
2021,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,12.9
2017,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,11.9
2014,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,10.7
2019,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,16.4
2020,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,16.2
2012,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,6.3
2013,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,10.5
2018,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,16.4
2016,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,11.9
2011,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,4.2
2010,EU_COV_AES,,TIT,,,,,Amezketa,"Per 1,000 people",Amezketa,5.2
2017,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,8.1
2018,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,10.7
2020,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,9.4
2016,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,10.5
2014,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,3.2
2015,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,8.1
2021,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,4.1
2011,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,2.5
2019,EU_COV_AES,,TIT,,,,,Amorebieta-Etxano,"Per 1,000 people",Amorebieta-Etxano,9.6
2019,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,2.4
2010,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,2.5
2017,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2014,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2018,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2015,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2012,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,2.5
2011,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,2.5
2021,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2013,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2016,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,0.0
2020,EU_COV_AES,,TIT,,,,,Amoroto,"Per 1,000 people",Amoroto,2.4
2016,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,6.2
2021,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,11.3
2013,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,0.0
2017,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,7.4
2019,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,9.7
2010,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,8.2
2014,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,0.0
2012,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,5.0
2011,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,4.6
2015,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,0.0
2018,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,9.1
2020,EU_COV_AES,,TIT,,,,,Amurrio,"Per 1,000 people",Amurrio,10.7
2010,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,5.9
2015,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,6.7
2013,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,6.8
2021,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,8.7
2014,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,6.8
2012,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,5.3
2011,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,5.1
2016,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,8.1
2019,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,11.0
2020,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,11.9
2017,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,8.7
2018,EU_COV_AES,,TIT,,,,,Andoain,"Per 1,000 people",Andoain,7.6
2015,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,13.2
2016,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,11.1
2018,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,15.4
2013,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,14.3
2017,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,15.2
2010,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,8.7
2014,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,11.4
2020,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,7.7
2019,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,14.3
2021,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,6.2
2011,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,6.6
2012,EU_COV_AES,,TIT,,,,,Anoeta,"Per 1,000 people",Anoeta,8.6
2015,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,5.8
2010,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,8.2
2020,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,7.4
2012,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,7.2
2019,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,7.3
2016,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,7.2
2021,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,7.5
2013,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,8.1
2018,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,5.9
2014,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,4.9
2017,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,6.3
2011,EU_COV_AES,,TIT,,,,,Antzuola,"Per 1,000 people",Antzuola,8.6
2018,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,10.9
2015,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2017,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.6
2021,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.7
2012,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.9
2020,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.7
2016,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2010,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2014,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2011,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2013,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.8
2019,EU_COV_AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2017,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2019,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2014,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2018,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,6.0
2011,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,8.0
2016,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2021,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,5.9
2012,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,7.6
2015,EU_COV_AES,,TIT,,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
